"Station","Date","Daily Rainfall (mm)"
"Kinneret Kvuza 09/1977-08/2023","27/12/2018","16.8"
"Kinneret Kvuza 09/1977-08/2023","28/12/2018","2"
"Kinneret Kvuza 09/1977-08/2023","29/12/2018","3"
"Kinneret Kvuza 09/1977-08/2023","30/12/2018","0.7"
"Kinneret Kvuza 09/1977-08/2023","31/12/2018","2.4"
"Kinneret Kvuza 09/1977-08/2023","02/01/2019","12.1"
"Kinneret Kvuza 09/1977-08/2023","06/01/2019","22"
"Kinneret Kvuza 09/1977-08/2023","07/01/2019","11"
"Kinneret Kvuza 09/1977-08/2023","08/01/2019","14.1"
"Kinneret Kvuza 09/1977-08/2023","09/01/2019","0.8"
"Kinneret Kvuza 09/1977-08/2023","13/01/2019","26"
"Kinneret Kvuza 09/1977-08/2023","14/01/2019","28.4"
"Kinneret Kvuza 09/1977-08/2023","16/01/2019","11.5"
"Kinneret Kvuza 09/1977-08/2023","27/01/2019","0.7"
"Kinneret Kvuza 09/1977-08/2023","28/01/2019","17.7"
"Kinneret Kvuza 09/1977-08/2023","05/02/2019","0"
"Kinneret Kvuza 09/1977-08/2023","06/02/2019","12.2"
"Kinneret Kvuza 09/1977-08/2023","07/02/2019","0.1"
"Kinneret Kvuza 09/1977-08/2023","08/02/2019","6.7"
"Kinneret Kvuza 09/1977-08/2023","09/02/2019","3.8"
"Kinneret Kvuza 09/1977-08/2023","10/02/2019","20.5"
"Kinneret Kvuza 09/1977-08/2023","13/02/2019","2.4"
"Kinneret Kvuza 09/1977-08/2023","14/02/2019","7.5"
"Kinneret Kvuza 09/1977-08/2023","15/02/2019","7.2"
"Kinneret Kvuza 09/1977-08/2023","16/02/2019","7.7"
"Kinneret Kvuza 09/1977-08/2023","17/02/2019","0.1"
"Kinneret Kvuza 09/1977-08/2023","19/02/2019","0"
"Kinneret Kvuza 09/1977-08/2023","20/02/2019","0"
"Kinneret Kvuza 09/1977-08/2023","26/02/2019","9.2"
"Kinneret Kvuza 09/1977-08/2023","27/02/2019","16.9"
"Kinneret Kvuza 09/1977-08/2023","28/02/2019","5.6"
"Kinneret Kvuza 09/1977-08/2023","02/03/2019","3.8"
"Kinneret Kvuza 09/1977-08/2023","03/03/2019","4.8"
"Kinneret Kvuza 09/1977-08/2023","04/03/2019","0.9"
"Kinneret Kvuza 09/1977-08/2023","13/03/2019","0.1"
"Kinneret Kvuza 09/1977-08/2023","14/03/2019","0.1"
"Kinneret Kvuza 09/1977-08/2023","15/03/2019","0.5"
"Kinneret Kvuza 09/1977-08/2023","16/03/2019","21.4"
"Kinneret Kvuza 09/1977-08/2023","23/03/2019","1"
"Kinneret Kvuza 09/1977-08/2023","24/03/2019","3.1"
"Kinneret Kvuza 09/1977-08/2023","25/03/2019","1.3"
"Kinneret Kvuza 09/1977-08/2023","26/03/2019","0.3"
"Kinneret Kvuza 09/1977-08/2023","27/03/2019","1.6"
"Kinneret Kvuza 09/1977-08/2023","28/03/2019","1.6"
"Kinneret Kvuza 09/1977-08/2023","29/03/2019","1.7"
"Kinneret Kvuza 09/1977-08/2023","30/03/2019","13.6"
"Kinneret Kvuza 09/1977-08/2023","31/03/2019","8.2"
"Kinneret Kvuza 09/1977-08/2023","01/04/2019","11.5"
"Kinneret Kvuza 09/1977-08/2023","02/04/2019","7.2"
"Kinneret Kvuza 09/1977-08/2023","03/04/2019","0"
"Kinneret Kvuza 09/1977-08/2023","06/04/2019","0"
"Kinneret Kvuza 09/1977-08/2023","15/04/2019","3.8"
"Kinneret Kvuza 09/1977-08/2023","19/04/2019","0"
"Kinneret Kvuza 09/1977-08/2023","20/04/2019","4"
"Kinneret Kvuza 09/1977-08/2023","21/04/2019","3.6"
"Kinneret Kvuza 09/1977-08/2023","22/04/2019","0"
"Kinneret Kvuza 09/1977-08/2023","01/05/2019","0"
"Kinneret Kvuza 09/1977-08/2023","08/05/2019","0"
"Kinneret Kvuza 09/1977-08/2023","05/06/2019","0"
"Kinneret Kvuza 09/1977-08/2023","06/06/2019","0"
"Kinneret Kvuza 09/1977-08/2023","15/10/2019","0"
"Kinneret Kvuza 09/1977-08/2023","22/10/2019","0"
"Kinneret Kvuza 09/1977-08/2023","28/10/2019","1.1"
"Kinneret Kvuza 09/1977-08/2023","02/11/2019","2.7"
"Kinneret Kvuza 09/1977-08/2023","15/11/2019","0"
"Kinneret Kvuza 09/1977-08/2023","26/11/2019","0"
"Kinneret Kvuza 09/1977-08/2023","01/12/2019","15"
"Kinneret Kvuza 09/1977-08/2023","08/12/2019","5.3"
"Kinneret Kvuza 09/1977-08/2023","09/12/2019","5"
"Kinneret Kvuza 09/1977-08/2023","10/12/2019","0.6"
"Kinneret Kvuza 09/1977-08/2023","12/12/2019","9.7"
"Kinneret Kvuza 09/1977-08/2023","13/12/2019","0.1"
"Kinneret Kvuza 09/1977-08/2023","25/12/2019","53.6"
"Kinneret Kvuza 09/1977-08/2023","26/12/2019","39.4"
"Kinneret Kvuza 09/1977-08/2023","27/12/2019","5.2"
"Kinneret Kvuza 09/1977-08/2023","28/12/2019","1.6"
"Kinneret Kvuza 09/1977-08/2023","30/12/2019","0.1"
